Taxon_Lineage_with_Names	Taxon_Lineage_with_IDs	SRR9161485	SRR9161486	SRR9161487	SRR9161488	SRR9161489	SRR9161490	SRR9161491	SRR9161492	SRR9161493	SRR9161494	SRR9161495	SRR9161496	SRR9161497	SRR9161498	SRR9161499	SRR9161500	SRR9161501	SRR9161502	SRR9161503	SRR9161504	SRR9161505	SRR9161506	SRR9161507	SRR9161508	SRR9161509	SRR9161510	SRR9161511	SRR9161512	SRR9161513	SRR9161514	SRR9161515	SRR9161516	SRR9161517	SRR9161518	SRR9161519	SRR9161520	SRR9161521	SRR9161522	SRR9161523	SRR9161524	SRR9161525	SRR9161526	SRR9161527	SRR9161528	SRR9161529	SRR9161530	SRR9161531	SRR9161532	SRR9161533	SRR9161534	SRR9161535	SRR9161536	SRR9161537	SRR9161538	SRR9161539	SRR9161540	SRR9161541	SRR9161542	SRR9161543	SRR9161544	SRR9161545	SRR9161546	SRR9161547	SRR9161548	SRR9161549	SRR9161550	SRR9161551	SRR9161552	SRR9161553	SRR9161554	SRR9161555	SRR9161556	SRR9161557	SRR9161558	SRR9161559	SRR9161560	SRR9161561	SRR9161562	SRR9161563	SRR9161564	SRR9161565	SRR9161566	SRR9161567	SRR9161568	SRR9161569	SRR9161570	SRR9161571	SRR9161572	SRR9161573	SRR9161574	SRR9161575	SRR9161576	SRR9161577	SRR9161578	SRR9161579	SRR9161580	SRR9161581	SRR9161582	SRR9161583	SRR9161584	SRR9161585	SRR9161586	SRR9161587	SRR9161588	SRR9161589	SRR9161590	SRR9161591	SRR9161592	SRR9161593	SRR9161594	SRR9161595	SRR9161596	SRR9161597	SRR9161598	SRR9161599	SRR9161600	SRR9161601	SRR9161602	SRR9161603	SRR9161604	SRR9161605	SRR9161606	SRR9161607	SRR9161608	SRR9161609	SRR9161610	SRR9161611	SRR9161612	SRR9161613	SRR9161614	SRR9162899	SRR9162900	SRR9162901	SRR9162902	SRR9162903	SRR9162904	SRR9162905	SRR9162906	SRR9162907	SRR9162908
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Acutalibacteraceae|genus_g__UBA5905|species_s__UBA5905 sp900763035	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000013|genus_3001421|species_3015777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.35530544203082e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48548107306118e-05	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Acutalibacteraceae|genus_g__UBA5905|species_s__UBA5905 sp021640185	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000013|genus_3001421|species_3015779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77159747927358e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Cyanobacteriota|class_c__Vampirovibrionia|order_o__Gastranaerophilales|family_f__Gastranaerophilaceae|genus_g__CAG-196|species_s__CAG-196 sp002102975	root_1|no rank_131567|superkingdom_2|phylum_3000241|class_3000242|order_3000243|family_3000308|genus_3006072|species_3015781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35334301688633e-06	0	0	0	0.00130438364083164	0	0.00149788084064224	0	0	0	0	0	8.36510053483065e-06	0	3.70981313849808e-05	2.20782796898564e-05	0	0	0	0	1.33439626062441e-06	0	0	0	0	0	0	0	0	0	8.99880016548861e-06	0	0	0	0	0	0	0	0	0	5.1624455000279e-06	0	9.1696824739415e-06	0	0	0	0	0	0	0	0	7.85122474861955e-05	1.6216094896925e-05	0	5.02255089631152e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000360910069093689	0	0.00166320215167901	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__CAG-272|genus_g__UBA11512|species_s__UBA11512 sp003522145	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000867|genus_3015794|species_3015795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000398065097074595	0	0	0.00159938740630679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39732110061016e-06	0	2.13080298405024e-06	0	0	0	0	0	0	0	0	1.55674469773814e-05	1.36879622639344e-06	0	2.57611522981189e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22544784669882e-05	2.63727063670555e-05	0.000190306732547725	4.78916972630647e-05	0	2.49116514522844e-06	0.000173228364118594	0	1.18563400672145e-05	8.05951751294589e-06	9.08102892275551e-06	0.000353261713894225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000297609260932558	0	0.000830200257603499	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Feifaniaceae|genus_g__Galloscillospira_B|species_s__Galloscillospira_B sp944376235	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3014001|genus_3014002|species_3015824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33629443310569e-06	1.54141259367892e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20228463321576e-06	0	0	0	0	0	0	0	0	0	4.22888675675189e-05
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Pseudomonadota|class_c__Gammaproteobacteria|order_o__Enterobacterales_A|family_f__Pasteurellaceae|genus_g__Haemophilus_D|species_s__Haemophilus_D sp905205995	root_1|no rank_131567|superkingdom_2|phylum_3000019|class_3000020|order_3000765|family_3003546|genus_3003547|species_3015828	0	0	0	0	0	1.14330702017913e-05	0	0	0	0	0	0	0	0	0	0	6.3319824661896e-07	1.38855748051179e-06	8.81072322245865e-07	8.25800641669429e-07	0	3.70000255181415e-06	8.23436672796166e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.71573897616173e-06	0	0	0	5.05071541602899e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14028146740991e-05	1.30839716272043e-05	0	1.66184461200327e-07	0	0	0	5.20334023724441e-07	0	0	0	0	0	0	2.53118010616647e-06	0	0	0	0	0	0	0	0	0	1.29526915448288e-05	0	0	6.61433456734351e-07	0	0	0	0	0	9.27977159215126e-07	0	4.88526077415209e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.08046391618543e-06	0	1.87610737218778e-05	3.69126719594128e-06	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Pseudomonadota|class_c__Gammaproteobacteria|order_o__Burkholderiales|family_f__Burkholderiaceae_A|genus_g__Duodenibacillus|species_s__Duodenibacillus sp900544335	root_1|no rank_131567|superkingdom_2|phylum_3000019|class_3000020|order_3000021|family_3000022|genus_3000270|species_3015865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00126779076005361	0	0	0	0	0	0	0	0	0	0	0	0	0	9.15420162514365e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36321522539585e-05	0	0	2.05621713567447e-05	0	0	0	2.06971763862664e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132058032655479	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Lachnospirales|family_f__Lachnospiraceae|genus_g__Eisenbergiella|species_s__Eisenbergiella tayi	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000007|family_3000008|genus_3003444|species_3015879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09904295083487e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Actinomycetota|class_c__Coriobacteriia|order_o__Coriobacteriales|family_f__Coriobacteriaceae|genus_g__Collinsella|species_s__Collinsella sp900557505	root_1|no rank_131567|superkingdom_2|phylum_3000072|class_3000073|order_3000074|family_3000075|genus_3000076|species_3015882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48607975585524e-06	3.55402209947819e-06	1.05813562037911e-06	7.41092660438443e-06	0	2.87980344469158e-06	0	0	3.13195161731444e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.14240894697554e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42417795947188e-05	4.49227968741341e-06	4.59524080376469e-06	0	0	0	0	0	2.22785571546861e-05	6.9432389808945e-06
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Ruminococcaceae|genus_g__Faecalibacterium|species_s__Faecalibacterium prausnitzii_I	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000387|genus_3000841|species_3015909	0	0	3.05381545531272e-06	0	0	0	0	0	8.88897225295135e-07	0	0	0	0	0	0	9.32602737565611e-06	0	0.000269931014631573	0.000143221036614281	0.000358056797681528	0.000219730943054629	0.00188278665181703	0	0	0.000651409243186509	0	0	0	0	4.94399250000701e-07	0	0	0	0	0	0	0	0	6.802978833433e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1749081141218e-05	1.07562674273308e-06	7.50923364735567e-06	0	1.18701151739528e-05	0	0	0	0	0	0	0	0	4.05287451954885e-05	5.23218493205861e-06	0	1.44123895802289e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.96951175088964e-06	0	0	2.45183832751052e-06	3.99239159039639e-06	0	0	1.60273320777628e-05	9.99762099273509e-06	1.87258901667788e-05	0	1.68991514640507e-05	0	2.41606978763588e-06	0	5.08865740789375e-06	4.84624374872633e-06	1.18161803009721e-05	0.000116187425039113	2.15966043438484e-05	0	1.20784052202903e-06	3.32831267295373e-05	0	2.05759434218254e-05	5.61713013123981e-06	0	2.41189155623887e-05	0	0	0	0	0	0	0	0	0.000154809256674339	0	0.000416283270282471	0.000231024158200916	0.000684266601585516	8.45298637424418e-05	0.000981451641594397	0	0.000680531631795782	0.000328008256431442
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Acutalibacteraceae|genus_g__UBA737|species_s__UBA737 sp002431945	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000013|genus_3001335|species_3015913	0	0	0	0	0	0	0	0	0	2.03384553603363e-05	0	0	0	0	0	0	0	4.16607296468404e-06	0	0	0	0	0	0	7.09501510570931e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0579792109616e-06	6.83027243614605e-05	4.86821139279429e-05	1.92297157354581e-06	0	0	5.60819856660138e-05	0	2.88145839339091e-06	1.18032532915172e-06	0	3.83274924256645e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027337941738802	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Lachnospirales|family_f__Lachnospiraceae|genus_g__Eubacterium_I|species_s__Eubacterium_I sp900557275	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000007|family_3000008|genus_3003461|species_3015923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.34008792717419e-05	0	0	9.71195242434102e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27922314529091e-05	0	8.69647824064257e-05	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota|class_c__Bacilli|order_o__RF39|family_f__UBA660|genus_g__UMGS1449|species_s__UMGS1449 sp900551925	root_1|no rank_131567|superkingdom_2|phylum_3000052|class_3000053|order_3000371|family_3000372|genus_3015937|species_3015938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97733511704734e-05	0	0	0	0	0	0	3.65491134673705e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.74853666717503e-05	2.68269764804574e-05	5.57593390254326e-07	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_B|class_c__Peptococcia|order_o__Peptococcales|family_f__Peptococcaceae|genus_g__UMGS1590|species_s__UMGS1590 sp900759105	root_1|no rank_131567|superkingdom_2|phylum_3000132|class_3001640|order_3001641|family_3001642|genus_3010582|species_3015945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24262964584271e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56638427716314e-06	0	0	0	7.30716314613407e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81029141447579e-05	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Archaea|phylum_p__Thermoplasmatota|class_c__Thermoplasmata|order_o__Methanomassiliicoccales|family_f__Methanomassiliicoccaceae|genus_g__Methanomassiliicoccus_A|species_s__Methanomassiliicoccus_A intestinalis	root_1|no rank_131567|superkingdom_2157|phylum_3000871|class_3000872|order_3000873|family_3007712|genus_3008279|species_3015952	0	0	1.06903708218594e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22040668069009e-07	0	0	0	0	0	0	5.57448586428782e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6664783864143e-07	0	0	0	0	1.52060964386267e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__CAG-272|genus_g__UMGS902|species_s__UMGS902 sp003343845	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000867|genus_3003625|species_3015958	0	0	2.95104975078887e-06	0	0	0	0	0	0	0	0	0	0	0	0	3.25319813264036e-06	0	1.00004378180458e-05	0	0	0	0	0	0	0.000203602185047426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.89653251067583e-06	0	1.15886551886812e-05	5.1730387564207e-06	0	0	4.32567161711968e-06	0	0	1.82607732275562e-06	0	1.83867016858993e-05	0	0	0	0	0	0	0	0	0.000161749121564115	0	0	0	0	0	0	0	7.81782572240317e-05	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Christensenellales|family_f__QALW01|genus_g__UMGS1322|species_s__UMGS1322 sp905214315	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000064|family_3000065|genus_3000066|species_3015960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01826792895936e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76310690158071e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.19123861431358e-05	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Christensenellales|family_f__Borkfalkiaceae|genus_g__Borkfalkia|species_s__Borkfalkia excrementavium	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000064|family_3000802|genus_3000888|species_3015965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.47741485736026e-06	0	0	0	2.2356435979481e-05	0	0	1.66281815610858e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Lachnospirales|family_f__Lachnospiraceae|genus_g__Dorea_A|species_s__Dorea_A longicatena	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000007|family_3000008|genus_3007558|species_3015969	0	0	0	0	0	3.76991849854188e-05	0	0	0	0	0	0	0	0	0	0	5.9746419853648e-05	0.000120665055626996	0.000100452390272208	4.51207496064541e-05	0.000193596720667586	1.27697613797314e-05	0	0	0.00013572381883513	0	0	0	0	5.13320160275757e-07	0	0	0	0	0.000152307625561231	5.81151006920123e-06	0	0	3.973854988941e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.96729256730746e-05	5.22324910490028e-05	0	1.84422646471755e-06	0	0	0	0	0	0	0	0	0	0	1.5439022002204e-05	0	0	0	0	0	0	0	1.73445786374573e-06	0	8.87545966651069e-05	4.8004207913992e-06	0	2.06869174482036e-05	9.75931217754929e-06	0	0	0	1.48822995591967e-05	7.38658098605015e-06	0	3.83996630337045e-05	0	0	0	2.20643795123887e-06	0	1.88301506857944e-05	0.000102914353275781	3.47823657675431e-06	0	0	3.89755352009363e-05	0	0	0	0	5.72413787518711e-05	0	0	0	0	0	0	0	0	0.000213766910903723	0.00058061863174189	0.000403304005788282	0.00226024459766062	0.000895314695512642	0.000749236153352366	0	3.89793449065997e-05	0.00172855684620048	0.00269542452921251
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Pseudomonadota|class_c__Gammaproteobacteria|order_o__Burkholderiales|family_f__Rhodocyclaceae|genus_g__SFHR01|species_s__SFHR01 sp934271525	root_1|no rank_131567|superkingdom_2|phylum_3000019|class_3000020|order_3000021|family_3013360|genus_3015974|species_3015975	0	0	0	0	0	1.02395381497583e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00270909850853163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57506062414918e-06	3.73487532849104e-06	0.00274497151798743	2.11259288788504e-05	0	0.000112587009051123	0.000199278544043827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00271515932067033	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Pseudomonadota|class_c__Gammaproteobacteria|order_o__Burkholderiales|family_f__Rhodocyclaceae|genus_g__SFHR01|species_s__MGYG000000634	root_1|no rank_131567|superkingdom_2|phylum_3000019|class_3000020|order_3000021|family_3013360|genus_3015974|species_3015977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.25506957660607e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.63271482790921e-05	0	0	3.02317102991186e-06	5.83554216379081e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.24724087096143e-05	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__Oscillospirales|family_f__Oscillospiraceae|genus_g__CAG-170|species_s__CAG-170 sp902796245	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000012|family_3000160|genus_3000291|species_3015982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25184383131797e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Verrucomicrobiota|class_c__Lentisphaeria|order_o__Victivallales|family_f__Victivallaceae|genus_g__Victivallis|species_s__Victivallis sp900551245	root_1|no rank_131567|superkingdom_2|phylum_3000427|class_3000428|order_3000429|family_3000430|genus_3000431|species_3015984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.57588522191765e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.94099797233071e-07	0	0	2.74123987314312e-06	0	0	4.24462523004872e-06	0	0	9.10650382720616e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root_root|no rank_cellular organisms|superkingdom_d__Bacteria|phylum_p__Bacillota_A|class_c__Clostridia|order_o__TANB77|family_f__CAG-508|genus_g__UMGS1933|species_s__UMGS1933 sp900556455	root_1|no rank_131567|superkingdom_2|phylum_3000000|class_3000001|order_3000085|family_3000086|genus_3015990|species_3015991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.71692201323033e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000499052490890695	0.000586218826388658	0	3.33347589953251e-06	1.25619799905599e-06	0.000188140235368606	4.40883448077301e-07	1.27912939023075e-05	8.7948785229957e-07	2.40406392418225e-06	4.88989921709562e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3278038505632e-05	0
