Samp_Name	Tot_Samp_Reads	Unassigned_Step_One	Assigned_Step_Three	Unassigned_Step_Three
SCV2-Week6-Mouse19	33340063	2042831	29570952	3769111
SCV2-Week6-Mouse1	32326089	1689977	28913491	3412598
SCV2-Week6-Mouse20	10674810	696767	9365331	1309479
SCV2-Week6-Mouse2	36093733	1651603	32585006	3508727
SCV2-Week6-Mouse3	38641737	2348451	34023283	4618454
SCV2-Week6-Mouse4	40757674	2204141	36470854	4286820
SCV2-Week6-Mouse5	15768277	761796	14029607	1738670
SCV2-Week6-Mouse6	32433370	1640250	28667818	3765552
SCV2-Week6-Mouse7	26798228	1667249	23447861	3350367
SCV2-Week6-Mouse8	21401757	1112264	18666424	2735333
SCV2-Week6-Mouse9	29524952	1354025	26068327	3456625
SCV2-Week7-Mouse10	35681818	2116892	31769301	3912517
SCV2-Week7-Mouse11	2214379	87277	1849798	364581
SCV2-Week7-Mouse12	7188831	430834	6071621	1117210
SCV2-Week7-Mouse13	22707922	1269583	19603209	3104713
SCV2-Week7-Mouse14	26463996	1648987	22841888	3622108
SCV2-Week7-Mouse15	35119340	2180561	30729937	4389403
SCV2-Week7-Mouse16	30799250	2188213	26382230	4417020
SCV2-Week7-Mouse17	18831486	1439294	16450536	2380950
SCV2-Week7-Mouse18	32300125	2040869	28604721	3695404
SCV2-Week7-Mouse19	38491398	2463571	34130087	4361311
SCV2-Week7-Mouse1	19969856	1205178	17870901	2098955
SCV2-Week7-Mouse20	35246313	2182390	31302548	3943765
SCV2-Week7-Mouse2	23200501	1108877	20838664	2361837
SCV2-Week7-Mouse3	35895687	2010743	32247591	3648096
SCV2-Week7-Mouse4	29441411	2356955	25818575	3622836
SCV2-Week7-Mouse5	452338	30104	314321	138017
SCV2-Week7-Mouse6	48597558	2596039	42956063	5641495
SCV2-Week7-Mouse7	34894548	2160499	30591289	4303259
SCV2-Week7-Mouse8	46084683	2168399	40683340	5401343
SCV2-Week7-Mouse9	21787161	1098315	19147747	2639414
SCV2-Week8-Mouse10-Cecum	16394421	1164234	14310209	2084212
SCV2-Week8-Mouse10-Small-Intestine	3985866	195463	3621023	364843
SCV2-Week8-Mouse10	34012061	2120087	30041615	3970446
SCV2-Week8-Mouse11-Cecum	28116461	1465590	25197835	2918626
SCV2-Week8-Mouse11-Small-Intestine	2191398	346783	1582602	608796
SCV2-Week8-Mouse11	6222690	268747	5572292	650398
SCV2-Week8-Mouse12-Cecum	22382148	1423421	19423139	2959009
SCV2-Week8-Mouse12-Small-Intestine	1101332	273030	604193	497139
SCV2-Week8-Mouse12	38372018	2194154	33176139	5195879
SCV2-Week8-Mouse13-Cecum	18055733	1006819	15820205	2235528
SCV2-Week8-Mouse13-Small-Intestine	2543094	543578	1603783	939311
SCV2-Week8-Mouse13	27840803	1547005	24216610	3624193
SCV2-Week8-Mouse14-Cecum	30417055	1675868	26568274	3848781
SCV2-Week8-Mouse14-Small-Intestine	755576	376789	297864	457712
SCV2-Week8-Mouse14	24511476	1362700	21199950	3311526
SCV2-Week8-Mouse15-Cecum	14783388	842104	12758255	2025133
SCV2-Week8-Mouse15-Small-Intestine	1713521	216224	1275812	437709
SCV2-Week8-Mouse15	38230873	2090836	33307961	4922912
SCV2-Week8-Mouse16-Cecum	29087688	2138151	24985700	4101988
SCV2-Week8-Mouse16-Small-Intestine	11472917	519713	10561567	911350
SCV2-Week8-Mouse16	6788641	498683	5689041	1099600
SCV2-Week8-Mouse17-Cecum	30317601	1990856	26855498	3462103
SCV2-Week8-Mouse17-Small-Intestine	312992	267781	27809	285183
SCV2-Week8-Mouse17	25730888	1638845	22816269	2914619
SCV2-Week8-Mouse18-Cecum	19600285	1409978	17193851	2406434
SCV2-Week8-Mouse18-Small-Intestine	5054437	173793	4692539	361898
SCV2-Week8-Mouse18	8815950	561975	7722938	1093012
SCV2-Week8-Mouse19-Cecum	8128953	575437	7056934	1072019
SCV2-Week8-Mouse19	30243794	1952852	26794309	3449485
SCV2-Week8-Mouse1-Cecum	31010190	2131591	27612546	3397644
SCV2-Week8-Mouse1-Small-Intestine	5519478	203333	5002570	516908
SCV2-Week8-Mouse1	37505729	2078250	33960533	3545196
SCV2-Week8-Mouse20-Cecum	9478265	642189	8299735	1178530
SCV2-Week8-Mouse20	28896026	1790435	25616076	3279950
SCV2-Week8-Mouse2-Cecum	37163993	1819865	33686795	3477198
SCV2-Week8-Mouse2-Small-Intestine	1572315	92392	1387472	184843
SCV2-Week8-Mouse2	33677704	1575152	30530471	3147233
SCV2-Week8-Mouse3-Cecum	35013631	2553899	30906463	4107168
SCV2-Week8-Mouse3-Small-Intestine	16127846	580092	14928225	1199621
SCV2-Week8-Mouse3	31440580	1620483	28322163	3118417
SCV2-Week8-Mouse4-Cecum	28722825	3916495	23712205	5010620
SCV2-Week8-Mouse4-Small-Intestine	1714819	175952	1401747	313072
SCV2-Week8-Mouse4	6808556	469904	5966275	842281
SCV2-Week8-Mouse5-Cecum	338183	21442	226296	111887
SCV2-Week8-Mouse5-Small-Intestine	1074249	217884	722039	352210
SCV2-Week8-Mouse5	27537817	1504384	24513385	3024432
SCV2-Week8-Mouse6-Cecum	21358486	1503400	18579163	2779323
SCV2-Week8-Mouse6-Small-Intestine	5072933	327662	4472794	600139
SCV2-Week8-Mouse6	16360812	10654572	5181837	11178975
SCV2-Week8-Mouse7-Cecum	20384585	1328572	17836243	2548342
SCV2-Week8-Mouse7-Small-Intestine	12932931	330236	12193871	739060
SCV2-Week8-Mouse7	36093782	2398780	31459130	4634652
SCV2-Week8-Mouse8-Cecum	3497145	203609	2949914	547231
SCV2-Week8-Mouse8-Small-Intestine	3403299	699927	2497840	905459
SCV2-Week8-Mouse8	29659004	1499690	26042732	3616272
SCV2-Week8-Mouse9-Cecum	32006592	1666239	28322971	3683621
SCV2-Week8-Mouse9-Small-Intestine	2257592	149628	1895876	361716
SCV2-Week8-Mouse9	13108	664		13108
SCV2-Week8-MouseSI19	9639918	180182	9151349	488569
SCV2-Week8-MouseSI20	3979497	182291	3606638	372859
